t_points,losses,exp_gammas,d_gammas,diffusion_loss_meanpreds
0.68686867,0.012012699,0.187028,7.4115577,0.094392106
0.6969697,0.011619164,0.16934554,8.719096,0.094423585
0.7070707,0.011588306,0.15333758,10.171942,0.09838964
0.7171717,0.010958923,0.13879241,11.784651,0.0978172
0.72727275,0.010469047,0.12557577,13.547733,0.09925805
0.7373737,0.010195048,0.113640174,15.498572,0.10312883
0.74747473,0.009657177,0.10274584,17.616741,0.10502235
0.75757575,0.009345053,0.09289755,19.929718,0.10989046
0.7676768,0.008850951,0.08395488,22.437418,0.11305242
0.7777778,0.008170192,0.07584402,25.159159,0.11394656
0.7878788,0.007546811,0.06848444,28.094687,0.11554047
0.7979798,0.007065693,0.061808955,31.2593,0.11933095
0.8080808,0.006494075,0.05575443,34.66293,0.12147062
0.8181818,0.005864348,0.05027392,38.320206,0.121983446
0.82828283,0.0054343105,0.045293663,42.231922,0.12628053
0.83838385,0.004820331,0.040787995,46.416645,0.1256233
0.8484849,0.004424845,0.036711305,50.88501,0.12972379
0.85858583,0.003907695,0.033019625,55.65022,0.129418
0.86868685,0.0034067864,0.02966773,60.71307,0.12802011
0.8787879,0.0030712837,0.026638575,66.09639,0.13144024
0.8888889,0.0027109468,0.023895178,71.804115,0.13264935
0.8989899,0.002366575,0.021419212,77.85848,0.1328183
0.90909094,0.0020581482,0.019181965,84.26768,0.13298619
0.9191919,0.0017864907,0.01716162,91.04008,0.13341992
0.9292929,0.001554152,0.015334943,98.19208,0.13471365
0.93939394,0.0013290334,0.013686292,105.74066,0.1342055
0.94949496,0.0011490574,0.012203602,113.685425,0.13567375
0.959596,0.0009821709,0.01086635,122.05497,0.1361607
0.969697,0.00083157193,0.009662749,130.86479,0.13589036
0.97979796,0.000703915,0.008581525,140.10843,0.13614658
0.989899,0.0005980971,0.0076097813,149.81746,0.13748454
1.0,0.0005096318,0.0067379465,160.00874,0.13983898
