t_points,losses,exp_gammas,d_gammas,diffusion_loss_meanpreds
0.43434343,0.11182741,0.008224825,1.4669698,0.11182741
0.44444445,0.111859374,0.0081650335,1.1582371,0.111859374
0.45454547,0.111326896,0.008117013,0.89887714,0.111326896
0.46464646,0.11134806,0.008078639,0.6845459,0.11134806
0.47474748,0.111266054,0.0080480585,0.51106966,0.111266054
0.4848485,0.11069677,0.008023607,0.3744427,0.11069677
0.4949495,0.110712774,0.008003846,0.2708719,0.110712774
0.5050505,0.11079737,0.007987495,0.19664969,0.11079737
0.5151515,0.11037565,0.00797343,0.14831267,0.11037565
0.5252525,0.11052562,0.0079606725,0.12242326,0.11052562
0.53535354,0.11009243,0.007948444,0.11598633,0.11009243
0.54545456,0.109925695,0.007936049,0.12591304,0.109925695
0.5555556,0.109677844,0.007922866,0.14945145,0.109677844
0.56565654,0.10946214,0.007908452,0.18395236,0.10946214
0.57575756,0.10894108,0.007892493,0.22693107,0.10894108
0.5858586,0.10864126,0.007874677,0.27603358,0.10864126
0.5959596,0.10845363,0.00785487,0.3291363,0.10845363
0.6060606,0.108396836,0.007833003,0.38439804,0.108396836
0.61616164,0.10807398,0.007809022,0.43990272,0.10807398
0.6262626,0.108019404,0.007783013,0.49405524,0.108019404
0.6363636,0.10753597,0.007755127,0.5454336,0.10753598
0.64646465,0.10752666,0.0077253613,0.5926523,0.10752666
0.65656567,0.10734386,0.0076942006,0.63474846,0.10734386
0.6666667,0.106933355,0.0076616383,0.67069197,0.106933355
0.6767677,0.10695346,0.007628162,0.69974476,0.10695346
0.68686867,0.10663215,0.0075938925,0.72125477,0.10663215
0.6969697,0.10642702,0.007559229,0.73481965,0.10642702
0.7070707,0.10627283,0.0075245164,0.74022907,0.10627283
0.7171717,0.106123954,0.007489929,0.7372724,0.10612396
0.72727275,0.105889626,0.007455912,0.72616714,0.105889626
0.7373737,0.10573847,0.0074226796,0.70703244,0.10573847
0.74747473,0.105643824,0.0073904693,0.6802797,0.105643824
0.75757575,0.10540242,0.007359712,0.64666945,0.10540242
0.7676768,0.10540998,0.007330414,0.6067789,0.10540998
0.7777778,0.10523957,0.007302896,0.56161535,0.10523957
0.7878788,0.10498789,0.0072772633,0.51235956,0.10498789
0.7979798,0.104915366,0.0072535346,0.46002954,0.104915366
0.8080808,0.104844816,0.0072319782,0.40637648,0.104844816
0.8181818,0.10466709,0.007212262,0.35272726,0.10466709
0.82828283,0.104626864,0.007194581,0.3010379,0.104626864
0.83838385,0.10444002,0.0071788547,0.2532442,0.10444002
0.8484849,0.1044077,0.0071645468,0.21134914,0.1044077
0.85858583,0.10432933,0.0071515827,0.17764404,0.10432933
0.86868685,0.10424027,0.0071397275,0.15484254,0.10424027
0.8787879,0.10413478,0.0071284324,0.14530237,0.10413478
0.8888889,0.10410429,0.007117196,0.1519742,0.10410429
0.8989899,0.10407449,0.0071051824,0.17769885,0.10407449
0.90909094,0.104034804,0.0070918384,0.22574513,0.104034804
0.9191919,0.1039232,0.007076239,0.29918495,0.1039232
0.9292929,0.103934266,0.007057514,0.4018328,0.103934266
0.93939394,0.10390054,0.007034641,0.53708386,0.103900544
0.94949496,0.10391422,0.0070063802,0.7088899,0.10391422
0.959596,0.10391368,0.00697156,0.92127776,0.10391368
0.969697,0.10400286,0.0069286353,1.1782242,0.10400286
0.97979796,0.10410616,0.0068763285,1.4841374,0.10410616
0.989899,0.10424465,0.0068133865,1.8436466,0.10424465
1.0,0.104428,0.0067379465,2.2612164,0.104428
